topic,paper_ID,text,section,label,position,section_position,citation,length
machine-translation,8,"In order to reduce computation , we use a singlelayer multilayer perceptron such that",related work,0,241,64,0,14
machine-translation,8,where w a ?,related work,0,242,65,0,4
machine-translation,8,"r nn , u a ?",related work,0,243,66,0,6
machine-translation,8,R n 2n and v a ?,related work,0,244,67,0,7
machine-translation,8,Rn are the weight matrices .,related work,0,245,68,0,6
machine-translation,8,since,related work,0,246,69,0,1
machine-translation,8,"U ah j does not depend on i , we can pre-compute it in advance to minimize the computational cost .",related work,0,247,70,0,21
machine-translation,8,A.2 DETAILED DESCRIPTION OF THE MODEL,related work,0,248,71,0,6
machine-translation,8,a.2.1 encoder,related work,0,249,72,0,2
machine-translation,8,"In this section , we describe in detail the architecture of the proposed model ( RNNsearch ) used in the experiments ( see .",related work,0,250,73,0,24
machine-translation,8,"From hereon , we omit all bias terms in order to increase readability .",related work,0,251,74,0,14
machine-translation,8,The model takes a source sentence of 1 - of - K coded word vectors as input,related work,0,252,75,0,17
machine-translation,8,"and outputs a translated sentence of 1 - of - K coded word vectors y = ( y 1 , . . . , y Ty ) , y i ? R Ky ,",related work,0,253,76,0,34
machine-translation,8,"where K x and Ky are the vocabulary sizes of source and target languages , respectively .",related work,0,254,77,0,17
machine-translation,8,T x and Ty respectively denote the lengths of source and target sentences .,related work,0,255,78,0,14
machine-translation,8,"First , the forward states of the bidirectional recurrent neural network ( BiRNN ) are computed :",related work,0,256,79,0,17
machine-translation,8,are weight matrices .,related work,0,257,80,0,4
machine-translation,8,"m and n are the word embedding dimensionality and the number of hidden units , respectively . ? ( ) is as usual a logistic sigmoid function .",related work,0,258,81,0,28
machine-translation,8,"The backward states ( ? ? h 1 , , ? ? h Tx ) are computed similarly .",related work,0,259,82,0,19
machine-translation,8,"We share the word embedding matrix E between the forward and backward RNNs , unlike the weight matrices .",related work,0,260,83,0,19
machine-translation,8,"We concatenate the forward and backward states to to obtain the annotations ( h 1 , h 2 , , h Tx ) , where",related work,0,261,84,0,25
machine-translation,8,a.,related work,0,262,85,0,1
machine-translation,8,decoder,related work,0,263,86,0,1
machine-translation,8,The hidden state s i of the decoder given the annotations from the encoder is computed by,related work,0,264,87,0,17
machine-translation,8,E is the word embedding matrix for the target language .,related work,0,265,88,0,11
machine-translation,8,"W , W z , W r ?",related work,0,266,89,0,8
machine-translation,8,"R nm , U , U z , Ur ? R nn , and C , C z , Cr ?",related work,0,267,90,0,21
machine-translation,8,R n 2n are weights .,related work,0,268,91,0,6
machine-translation,8,"Again , m and n are the word embedding dimensionality and the number of hidden units , respectively .",related work,0,269,92,0,19
machine-translation,8,The initial hidden state s 0 is computed by,related work,0,270,93,0,9
machine-translation,8,The context vector c i are recomputed at each step by the alignment model : :,related work,0,271,94,0,16
machine-translation,8,Learning statistics and relevant information .,related work,0,272,95,0,6
machine-translation,8,Each update corresponds to updating the parameters once using a single minibatch .,related work,0,273,96,0,13
machine-translation,8,One epoch is one pass through the training set .,related work,0,274,97,0,10
machine-translation,8,NLL is the average conditional log-probabilities of the sentences in either the training set or the development set .,related work,0,275,98,0,19
machine-translation,8,Note that the lengths of the sentences differ .,related work,0,276,99,0,9
machine-translation,8,where,related work,0,277,100,0,1
machine-translation,8,and h j is the j - th annotation in the source sentence ( see Eq. ) .,related work,0,278,101,0,18
machine-translation,8,v a ?,related work,0,279,102,0,3
machine-translation,8,"rn , w a ?",related work,0,280,103,0,5
machine-translation,8,Rn n and U a ?,related work,0,281,104,0,6
machine-translation,8,Rn 2n are weight matrices .,related work,0,282,105,0,6
machine-translation,8,Note that the model becomes RNN Encoder - Decoder,related work,0,283,106,0,9
machine-translation,8,"With the decoder state s i ?1 , the context c i and the last generated wordy i ? 1 , we define the probability of a target wordy i as",related work,0,284,107,0,31
machine-translation,8,"where ti = max t i ,2 j?1 ,t i , 2 j j=1 , ... , l andt i , k is the k - th element of a vectort i which is computed b ?",related work,0,285,108,0,37
machine-translation,8,and co ?,related work,0,286,109,0,3
machine-translation,8,R 2 l 2n are weight matrices .,related work,0,287,110,0,8
machine-translation,8,This can be understood as having a deep output with a single maxout hidden layer .,related work,0,288,111,0,16
machine-translation,8,A.2.3 MODEL SIZE,related work,0,289,112,0,3
machine-translation,8,"For all the models used in this paper , the size of a hidden layer n is 1000 , the word embedding dimensionality m is 620 and the size of the maxout hidden layer in the deep output l is 500 .",related work,0,290,113,0,42
machine-translation,8,The number of hidden units in the alignment model n is 1000 .,related work,0,291,114,0,13
machine-translation,8,and ? ?,related work,0,292,115,0,3
machine-translation,8,Ur as random orthogonal matrices .,related work,0,293,116,0,6
machine-translation,8,"For W a and U a , we initialized them by sampling each element from the Gaussian distribution of mean 0 and variance 0.001 2 .",related work,0,294,117,0,26
machine-translation,8,All the elements of Va and all the bias vectors were initialized to zero .,related work,0,295,118,0,15
